record,speech_level,snr,rms_noise,sample_rate,dynamic_range_db,rms_audio
529480_9453283-lq.mp3,2588.467596174273,0.264614038169384,0.08653301,24000,10.956679582595825,0.08920979
530063_4019029-lq.mp3,2265.846468985584,0.26456382125616074,0.16051055,24000,15.670183897018433,0.16547477
530064_4019029-lq.mp3,1755.5979437966016,0.2645658329129219,0.16166018,24000,14.717258214950562,0.16665998
530065_4019029-lq.mp3,2769.668515514929,0.26456281542778015,0.10034143,24000,18.211698532104492,0.10344475
530619_9453283-lq.mp3,4195.594106526273,0.2645648270845413,0.034124065,24000,21.05311393737793,0.035179447
535357_10912485-lq.mp3,1643.986931945678,0.2645648270845413,0.021807687,24000,19.591424465179443,0.022482151
536076_10912485-lq.mp3,1417.4845476837668,0.26456382125616074,0.0065794424,24000,17.86819100379944,0.0067829294
538909_9931663-lq.mp3,1622.2396644946496,0.2645668387413025,0.031141268,24000,20.02730131149292,0.032104407
538910_9931663-lq.mp3,1602.0020074520849,0.2645648270845413,0.033356655,24000,19.469093084335327,0.034388304
538911_9931663-lq.mp3,1611.5411705628585,0.2645658329129219,0.028882097,24000,26.04074716567993,0.02977536
546174_9453283-lq.mp3,2592.9348376300836,0.2648119069635868,0.10346331,24000,12.344772815704346,0.10666624
547113_9453283-lq.mp3,498.7522812822503,0.2645658329129219,0.1705703,24000,13.787200450897217,0.17584568
553871_71257-lq.mp3,620.8566167902026,0.2645648270845413,0.05212439,24000,15.318013429641724,0.05373648
554782_9453283-lq.mp3,1088.2244206858545,0.2645658329129219,0.07361059,24000,16.349937915802002,0.07588721
554783_9453283-lq.mp3,1019.7526200548871,0.2645648270845413,0.1068123,24000,13.052006959915161,0.11011577
557513_5828667-lq.mp3,1076.850307304122,0.2645648270845413,0.09549199,24000,20.606749057769775,0.09844535
557514_5828667-lq.mp3,1005.1671888079424,0.2645648270845413,0.086176254,24000,21.016106605529785,0.0888415
557515_5828667-lq.mp3,1108.5217249032662,0.2645648270845413,0.083001465,24000,20.916144847869873,0.08556852
563012_6253486-lq.mp3,3985.9977479086074,0.2645668387413025,0.0030865802,24000,39.66250658035278,0.0031820422
563016_6253486-lq.mp3,1385.1598891588499,0.26456382125616074,0.0077059343,24000,19.29649591445923,0.007944261
563764_6253486-lq.mp3,4378.154369735451,0.2645658329129219,0.018363036,24000,29.396190643310547,0.018930966
563765_6253486-lq.mp3,1964.2565524749818,0.2645658329129219,0.0803449,24000,15.171043872833252,0.082829796
563766_6253486-lq.mp3,2836.685918393506,0.2645668387413025,0.011710716,24000,24.54721689224243,0.012072905
565449_5828667-lq.mp3,1317.2154913680151,0.2645648270845413,0.06954419,24000,21.177709102630615,0.07169504
565450_5828667-lq.mp3,1505.1933987952361,0.26456382125616074,0.08907852,24000,19.104392528533936,0.09183352
565451_5828667-lq.mp3,1754.0352093809745,0.2645658329129219,0.07980792,24000,20.04077911376953,0.08227621
571483_9453283-lq.mp3,2996.8076726890185,0.2625287137925625,0.015564136,24000,36.83030128479004,0.016041739
573189_5121236-lq.mp3,4395.42079827806,0.2645678445696831,0.011132228,24000,10.915833711624146,0.011476528
575658_2305278-lq.mp3,1103.1572727758737,0.2645668387413025,0.13265042,24000,12.424250841140747,0.13675304
57701_712494-lq.mp3,1500.9780993733068,0.2645648270845413,0.052961584,24000,24.072749614715576,0.05459957
57702_712494-lq.mp3,232.405615085886,0.2645648270845413,0.153016,24000,14.501672983169556,0.15774845
57703_712494-lq.mp3,394.58947764134757,0.2645658329129219,0.029255101,24000,21.463842391967773,0.030159902
57704_712494-lq.mp3,246.2291454837045,0.26456382125616074,0.13293421,24000,14.274219274520874,0.13704556
57705_712494-lq.mp3,197.59824890185868,0.26456382125616074,0.059867695,24000,17.356337308883667,0.06171926
577068_71257-lq.mp3,1843.4995545056745,0.2645588107407093,0.035750218,24000,12.89907455444336,0.03685587
57706_712494-lq.mp3,169.5024624555721,0.2645648270845413,0.17825659,11025,14.188480377197266,0.18376967
57707_712494-lq.mp3,163.93487030778596,0.2645658329129219,0.16132268,24000,15.063743591308594,0.16631205
57708_712494-lq.mp3,4683.9819055766375,0.2645648270845413,0.0066311066,24000,26.179587841033936,0.006836192
57709_712494-lq.mp3,3859.0863093508974,0.2645648270845413,0.0325567,24000,23.469855785369873,0.033563606
57710_712494-lq.mp3,3140.871427012729,0.2645658329129219,0.116820104,24000,20.94743013381958,0.1204331
57711_712494-lq.mp3,1416.2762680650062,0.2645658329129219,0.06709491,24000,19.873842000961304,0.06917001
57712_712494-lq.mp3,3135.740360860954,0.2645648270845413,0.21544501,24000,12.243751287460327,0.22210824
57713_712494-lq.mp3,3839.9993991485358,0.2645648270845413,0.053696137,24000,17.88074254989624,0.05535684
585571_2305278-lq.mp3,854.2852287813456,0.2645648270845413,0.14479527,24000,13.286070823669434,0.14927347
585573_2305278-lq.mp3,1430.8970216482114,0.2645658329129219,0.0973538,24000,15.700101852416992,0.100364745
586914_5828667-lq.mp3,1806.562605689035,0.26456382125616074,0.08552381,24000,21.933746337890625,0.08816886
586915_5828667-lq.mp3,971.9336079459896,0.2645648270845413,0.097223796,24000,21.407780647277832,0.100230716
60013_71257-lq.mp3,1247.7489855959507,0.2645658329129219,0.08324524,24000,16.034942865371704,0.08581984
608240_5828667-lq.mp3,112.7666715937134,0.2645648270845413,0.07078433,24000,17.710933685302734,0.072973534
608241_5828667-lq.mp3,127.67998135940185,0.2645658329129219,0.057125933,24000,18.196158409118652,0.058892716
608243_5828667-lq.mp3,104.85710082949963,0.26456382125616074,0.07504016,24000,17.128394842147827,0.07736098
608245_5828667-lq.mp3,110.23052532176055,0.26456382125616074,0.06413807,24000,17.829841375350952,0.06612171
610115_9453283-lq.mp3,808.3215395027773,0.2645678445696831,0.23339763,44100,12.404309511184692,0.24061617
610546_71257-lq.mp3,3818.0632841042784,0.2645648270845413,0.007773008,24000,39.47996377944946,0.0080134105
610547_71257-lq.mp3,2241.7827314566916,0.2645648270845413,0.014524445,24000,36.08563184738159,0.014973654
61209_712494-lq.mp3,291.86700953462866,0.2645658329129219,0.11044216,24000,14.97837781906128,0.1138579
612639_5828667-lq.mp3,109.02632921020756,0.2645648270845413,0.08034339,24000,18.85106325149536,0.08282823
612640_5828667-lq.mp3,113.83508616012539,0.2645668387413025,0.061491285,24000,20.304930210113525,0.063393086
612641_5828667-lq.mp3,128.56921156212042,0.2645658329129219,0.060579676,24000,20.82594633102417,0.06245328
612642_5828667-lq.mp3,143.88710960702969,0.2645648270845413,0.04011967,24000,21.296331882476807,0.041360483
612643_5828667-lq.mp3,183.22062192639734,0.2645658329129219,0.033941567,24000,21.322805881500244,0.03499131
614530_71257-lq.mp3,2349.526768175029,0.26456180959939957,0.087904915,24000,17.577197551727295,0.09062359
614810_321967-lq.mp3,2126.1286014617435,0.2645648270845413,0.07780664,24000,20.38681983947754,0.080213025
614938_5828667-lq.mp3,453.7371193455813,0.2645658329129219,0.07307515,24000,21.445777416229248,0.07533521
615518_9453283-lq.mp3,3295.854248148731,0.2645648270845413,0.08289395,24000,16.906458139419556,0.08545768
620529_9453283-lq.mp3,1437.2643109271235,0.2645658329129219,0.07278915,24000,24.620347023010254,0.07504036
622236_71257-lq.mp3,3288.7751365995546,0.2645678445696831,0.069073305,24000,20.308773517608643,0.07120962
622237_71257-lq.mp3,3973.9288946468973,0.2645678445696831,0.06329958,24000,20.725674629211426,0.06525732
623056_9453283-lq.mp3,1806.2290848514347,0.2645648270845413,0.013097812,24000,21.335103511810303,0.013502899
625345_12579677-lq.mp3,2060.071620383807,0.2645668387413025,0.02212985,24000,21.044292449951172,0.022814283
626197_12579677-lq.mp3,1417.790323422895,0.26456281542778015,0.053411894,11025,19.248751401901245,0.05506379
628839_321967-lq.mp3,3534.002179773986,0.2645658329129219,0.04765416,24000,24.470112323760986,0.049128
631769_321967-lq.mp3,3076.905489096953,0.2645658329129219,0.086090915,24000,18.62098217010498,0.08875352
633141_10912485-lq.mp3,1897.710392020686,0.26456382125616074,0.08827004,44100,19.113776683807373,0.09100003
633816_321967-lq.mp3,3127.933370012973,0.2645648270845413,0.10738262,24000,17.983248233795166,0.11070372
634365_10912485-lq.mp3,2653.1514735765136,0.2645658329129219,0.02689218,24000,25.32109260559082,0.027723897
639091_9453283-lq.mp3,229.60814241389306,0.2645648270845413,0.11177284,24000,14.908932447433472,0.11522973
640946_1719057-lq.mp3,904.2081475179122,0.26456180959939957,0.026128763,24000,23.65699529647827,0.026936859
641639_5223-lq.mp3,2679.135667797312,0.2645648270845413,0.20940633,24000,13.688392639160156,0.21588281
641755_5674468-lq.mp3,557.118816578642,0.2645648270845413,0.049639534,24000,13.103790283203125,0.051174775
642368_5674468-lq.mp3,665.7866845052512,0.2645648270845413,0.033306446,24000,13.686425685882568,0.03433654
644491_5674468-lq.mp3,579.8843569874351,0.2645648270845413,0.052972466,24000,13.376106023788452,0.05461079
646029_5674468-lq.mp3,681.4661791531146,0.2645668387413025,0.03588162,24000,14.833741188049316,0.036991365
646937_10912485-lq.mp3,1049.325831073236,0.26456382125616074,0.094800696,44100,18.66140604019165,0.097732656
646938_10912485-lq.mp3,2008.4931266509477,0.26456382125616074,0.08733253,44100,18.151495456695557,0.090033524
647148_10912485-lq.mp3,1485.7753157374964,0.26456382125616074,0.0632486,24000,22.477259635925293,0.065204725
647149_10912485-lq.mp3,2819.065158764422,0.26457086205482483,0.009112333,24000,34.525158405303955,0.009394163
648155_10912485-lq.mp3,137.99088573728707,0.2645648270845413,0.10737656,24000,17.42214798927307,0.11069748
650829_5121236-lq.mp3,1759.2401072946107,0.26456281542778015,0.04840704,24000,26.18626832962036,0.049904153
651874_5223-lq.mp3,2196.679814699029,0.26456180959939957,0.1319153,24000,14.43785548210144,0.1359951
652467_5674468-lq.mp3,572.2022973317617,0.2645648270845413,0.034059945,24000,13.4921133518219,0.035113342
652687_5674468-lq.mp3,585.7313415727032,0.2645678445696831,0.03669106,24000,14.669634103775024,0.037825845
652698_5223-lq.mp3,3006.6405752782885,0.26456382125616074,0.25065342,24000,12.927234172821045,0.25840554
654666_5674468-lq.mp3,509.3844696025907,0.2645648270845413,0.036859244,24000,13.09982180595398,0.03799922
654671_5674468-lq.mp3,507.53589061047677,0.2645668387413025,0.03920293,24000,12.771936655044556,0.040415395
656660_5674468-lq.mp3,467.67783712446453,0.2645648270845413,0.05078328,24000,12.917932271957397,0.052353892
656816_5674468-lq.mp3,493.49176963611484,0.2645658329129219,0.05417142,24000,13.284316062927246,0.05584683
660950_5674468-lq.mp3,417.7660310790005,0.2645648270845413,0.04008079,24000,12.603884935379028,0.0413204
661227_5674468-lq.mp3,417.6747712897009,0.2645658329129219,0.037700202,24000,12.940049171447754,0.03886619
663271_12637308-lq.mp3,3181.6429931796383,0.26456281542778015,0.06876292,24000,14.302750825881958,0.07088959
664191_12637308-lq.mp3,348.2767878721845,0.2645678445696831,0.10228733,24000,12.858473062515259,0.10545088
666208_12637308-lq.mp3,3553.3449904575477,0.26456382125616074,0.074087344,24000,13.181313276290894,0.076378696
666980_12637308-lq.mp3,771.4643433963396,0.2645648270845413,0.12047109,24000,11.111079454421997,0.124197
668244_10912485-lq.mp3,423.52107727057006,0.2645648270845413,0.07835246,24000,16.067832708358765,0.08077572
668245_10912485-lq.mp3,546.363971578166,0.2645658329129219,0.08357086,24000,18.911374807357788,0.08615553
668246_10912485-lq.mp3,1597.5490705394366,0.2645648270845413,0.0560681,24000,22.183866500854492,0.057802163
668272_10912485-lq.mp3,886.6937461521718,0.26456382125616074,0.048665557,24000,22.131221294403076,0.05017067
668597_12637308-lq.mp3,116.17653718300456,0.26456382125616074,0.08009016,24000,14.047365188598633,0.082567155
668965_5828667-lq.mp3,4263.186220865634,0.2645658329129219,0.02319455,24000,26.640753746032715,0.023911908
670496_9453283-lq.mp3,1648.5362992198975,0.26456382125616074,0.18590753,24000,14.54241394996643,0.19165722
