record,speech_level,snr,rms_noise,sample_rate,dynamic_range_db,rms_audio
157321_2305278-lq.mp3,4783.92738920763,0.2645648270845413,0.027706608,24000,19.73325252532959,0.028563512
157326_2305278-lq.mp3,4195.299024365828,0.26456382125616074,0.19093451,24000,16.146494150161743,0.19683966
160229_288-lq.mp3,2693.8668850357367,0.26456382125616074,0.021931872,44100,24.2496919631958,0.022610174
160230_288-lq.mp3,6282.672664541826,0.26456281542778015,0.019021422,44100,27.536585330963135,0.019609708
160231_288-lq.mp3,6608.544750743617,0.26456180959939957,0.009633195,44100,28.346335887908936,0.009931125
160232_288-lq.mp3,3164.4113026132673,0.26456281542778015,0.02150227,44100,22.6039981842041,0.022167282
160233_288-lq.mp3,1918.3616960462787,0.2645648270845413,0.031599954,44100,26.192772388458252,0.03257727
160234_288-lq.mp3,2028.203155850333,0.26456382125616074,0.06954091,44100,16.278175115585327,0.07169165
160235_288-lq.mp3,2033.3823307280063,0.26456985622644424,0.031983532,44100,21.454684734344482,0.03297273
160236_288-lq.mp3,6539.605251416841,0.26453670114278793,0.010932778,44100,27.27200746536255,0.011270868
160237_288-lq.mp3,1891.1780292502435,0.2645658329129219,0.033706296,44100,19.015026092529297,0.03474876
160238_288-lq.mp3,2462.5611619376905,0.2645648270845413,0.028975293,44100,19.938178062438965,0.029871436
160239_288-lq.mp3,2461.2531333057022,0.26456382125616074,0.015702173,44100,24.966368675231934,0.016187804
160240_288-lq.mp3,3207.8420041298073,0.26456382125616074,0.0116802,44100,24.340262413024902,0.012041441
178550_2305278-lq.mp3,1163.93852102222,0.26456985622644424,0.31153834,24000,8.950978517532349,0.3211737
207134_2568776-lq.mp3,1232.1196414817841,0.2645648270845413,0.044711508,44100,21.35450839996338,0.046094336
207135_2568776-lq.mp3,3259.163222516846,0.26456382125616074,0.026281077,48000,29.83356475830078,0.02709389
207136_2568776-lq.mp3,1465.960751959939,0.26456382125616074,0.095205486,44100,16.299448013305664,0.09814997
207137_2568776-lq.mp3,1305.6381756057167,0.2645648270845413,0.06841696,44100,21.632771492004395,0.07053295
207138_2568776-lq.mp3,1627.6750648022792,0.26456382125616074,0.030102925,44100,25.665462017059326,0.031033937
207139_2568776-lq.mp3,6228.201630224996,0.2645658329129219,0.014799185,44100,28.627960681915283,0.015256893
207140_2568776-lq.mp3,1902.644444908886,0.2645658329129219,0.031789914,24000,23.55586051940918,0.032773107
207141_2568776-lq.mp3,1867.2984927218226,0.2645648270845413,0.032043464,24000,23.661329746246338,0.033034496
207142_2568776-lq.mp3,2932.8386694326064,0.26457788422703743,0.011262818,44100,37.88358926773071,0.011611169
207143_2568776-lq.mp3,1019.7407996522085,0.2645668387413025,0.08450642,44100,13.710099458694458,0.087120034
207144_2568776-lq.mp3,3807.7127384212513,0.2645648270845413,0.0068101473,24000,30.161144733428955,0.00702077
207145_2568776-lq.mp3,6556.42110762553,0.2645648270845413,0.0056772823,44100,30.845274925231934,0.0058528683
237770_288-lq.mp3,675.1485974640018,0.2645658329129219,0.03796059,24000,16.339536905288696,0.03913463
237924_4019029-lq.mp3,2957.4670831346702,0.26456180959939957,0.102673866,24000,19.206193685531616,0.1058493
237925_4019029-lq.mp3,2787.7877754816027,0.2645236440002918,0.2380964,24000,14.353482723236084,0.24545902
237926_4019029-lq.mp3,3621.1793846518794,0.2638818323612213,0.16587578,24000,18.085817098617554,0.17099251
237927_4019029-lq.mp3,5011.098967369546,0.2641911990940571,0.30096823,24000,13.641480207443237,0.31026316
237928_4019029-lq.mp3,4025.1075332226424,0.26442723348736763,0.28998572,24000,13.928276300430298,0.2989496
256594_2305278-lq.mp3,576.2763095515824,0.2645658329129219,0.39133835,24000,6.603870987892151,0.40344164
256596_2305278-lq.mp3,585.2010386916511,0.2645658329129219,0.3160199,24000,8.439753651618958,0.3257937
268004_2305278-lq.mp3,1867.2548151244396,0.2645658329129219,0.16972356,24000,15.454140901565552,0.17497276
271444_2305278-lq.mp3,1292.5345698292795,0.2645658329129219,0.17562543,24000,12.611788511276245,0.18105716
319759_5121236-lq.mp3,2928.0121072071415,0.2645658329129219,0.04124497,24000,26.531212329864502,0.04252059
324882_2305278-lq.mp3,1521.5521493946526,0.2646019868552685,0.14215566,24000,13.818926811218262,0.14655285
328948_288-lq.mp3,2910.117995514824,0.26457086205482483,0.021785526,24000,27.63035774230957,0.022459319
328949_288-lq.mp3,2771.405495691227,0.2645648270845413,0.04039684,24000,28.492472171783447,0.041646224
342432_321967-lq.mp3,5216.666185919787,0.2645648270845413,0.06625563,24000,17.067112922668457,0.06830477
360328_5121236-lq.mp3,2289.7039678764986,0.2645648270845413,0.09257375,24000,21.992833614349365,0.09543685
378388_7020630-lq.mp3,2913.5674551232246,0.2645999751985073,0.002024735,24000,24.507122039794922,0.0020873642
378389_7020630-lq.mp3,2487.177740927043,0.26456382125616074,0.0014152024,24000,29.810791015625,0.0014589713
378390_7020630-lq.mp3,2924.0801125998564,0.2645648270845413,0.0012986545,24000,20.295956134796143,0.0013388189
378391_7020630-lq.mp3,1774.6467881992908,0.26489023119211197,0.004776215,24000,31.588256359100342,0.004924117
378392_7020630-lq.mp3,275.6683585418322,0.2645658329129219,0.031603355,24000,25.135657787322998,0.03258078
378393_7020630-lq.mp3,4116.236036497522,0.2645658329129219,0.0012583571,24000,29.50516700744629,0.0012972754
378394_7020630-lq.mp3,4535.243514166931,0.2645648270845413,0.08846907,24000,15.163102149963379,0.091205224
378395_7020630-lq.mp3,2566.712579100073,0.2645658329129219,0.0020904727,24000,33.61725091934204,0.0021551265
378396_7020630-lq.mp3,2769.514143954727,0.26456382125616074,0.0069025042,24000,27.609446048736572,0.007115983
378397_7020630-lq.mp3,4260.161405586933,0.2645648270845413,0.004773136,24000,31.01750373840332,0.004920759
378398_7020630-lq.mp3,1657.3436242191929,0.2645658329129219,0.028077736,24000,28.18603277206421,0.028946122
378399_7020630-lq.mp3,1552.6172856427206,0.2645668387413025,0.01154359,24000,12.794408798217773,0.011900609
378400_7020630-lq.mp3,1594.6418921715265,0.26457086205482483,0.0044012954,24000,40.634002685546875,0.004537421
378401_7020630-lq.mp3,1642.6599247222696,0.2645648270845413,0.052959926,24000,20.896050930023193,0.054597862
378402_7020630-lq.mp3,1985.564203430318,0.2645869180560112,0.00085928064,24000,20.162174701690674,0.00088585855
405561_5121236-lq.mp3,2465.487717360819,0.2645648270845413,0.035307806,24000,15.642086267471313,0.036399797
406730_4019029-lq.mp3,487.6885415857682,0.26456180959939957,0.077142574,24000,16.408119201660156,0.07952839
411419_1719057-lq.mp3,4887.887131762888,0.26456382125616074,0.006918708,44100,30.77824115753174,0.0071326876
416170_2305278-lq.mp3,752.9509542435824,0.2645658329129219,0.054178275,24000,24.59054470062256,0.055853896
418321_2305278-lq.mp3,1392.8088373635464,0.2645648270845413,0.12446876,24000,15.577700138092041,0.1283183
418735_2305278-lq.mp3,812.2781836468212,0.2645648270845413,0.0542379,24000,14.417321681976318,0.055915356
421906_2305278-lq.mp3,947.7072220165954,0.26456382125616074,0.036187213,24000,14.91769790649414,0.0373064
426470_2305278-lq.mp3,2245.992915244321,0.2645668387413025,0.07651464,24000,20.401079654693604,0.078881085
426471_2305278-lq.mp3,612.968779307644,0.2645648270845413,0.025234517,24000,15.279749631881714,0.026014963
426472_2305278-lq.mp3,1119.5684803780152,0.26456382125616074,0.0780593,24000,16.854019165039062,0.08047349
437064_2305278-lq.mp3,2455.8891330850256,0.2645648270845413,0.22702624,24000,12.082115411758423,0.23404765
437488_321967-lq.mp3,1654.1673330073177,0.2645648270845413,0.13025643,24000,16.039724349975586,0.13428497
437528_2305278-lq.mp3,1435.212571004818,0.2645668387413025,0.12347667,24000,14.707579612731934,0.12729555
439512_2305278-lq.mp3,1904.9231375037339,0.26456382125616074,0.22940429,24000,12.579880952835083,0.23649922
442285_2305278-lq.mp3,1404.7254952465976,0.26456382125616074,0.15132992,24000,14.45615530014038,0.1560102
448995_71257-lq.mp3,1882.485595147397,0.2645648270845413,0.108720146,24000,17.160799503326416,0.11208262
453072_2305278-lq.mp3,886.3839088422358,0.2645658329129219,0.12324171,24000,14.425215721130371,0.12705332
454707_71257-lq.mp3,7141.863512045143,0.2645648270845413,0.06483861,48000,21.226484775543213,0.06684393
455472_1719057-lq.mp3,1795.1141499514333,0.2645658329129219,0.04807442,24000,19.469202756881714,0.049561262
456042_1719057-lq.mp3,2183.2212067291443,0.2645648270845413,0.025629003,24000,24.61315631866455,0.02642165
457570_6253486-lq.mp3,2279.0413429830032,0.2645648270845413,0.01677809,24000,34.85891103744507,0.017296998
464509_2568776-lq.mp3,656.8817067367443,0.2645658329129219,0.057090055,24000,25.26052474975586,0.05885573
464510_2568776-lq.mp3,777.1970429080687,0.2645648270845413,0.056176677,24000,26.31378173828125,0.057914097
464511_2568776-lq.mp3,1692.9530607737308,0.26456885039806366,0.14563486,24000,18.478052616119385,0.1501391
464512_2568776-lq.mp3,2335.5497090718695,0.2645658329129219,0.08626477,24000,21.642727851867676,0.08893275
464513_2568776-lq.mp3,1050.6923255679671,0.2645658329129219,0.07598571,24000,23.614206314086914,0.078335784
464514_2568776-lq.mp3,898.1567781026118,0.26456281542778015,0.061975442,24000,24.724724292755127,0.06389219
464515_2568776-lq.mp3,630.2759985375394,0.2645648270845413,0.061675947,24000,25.10040044784546,0.06358345
464516_2568776-lq.mp3,523.0391017549941,0.2645648270845413,0.03972741,24000,26.69633150100708,0.040956087
464517_2568776-lq.mp3,2335.5497090718695,0.2645658329129219,0.08626477,24000,21.642727851867676,0.08893275
468209_9931663-lq.mp3,1892.723604713279,0.2645678445696831,0.00861201,24000,24.01656150817871,0.008878363
469111_9634718-lq.mp3,2828.2295544132594,0.26456382125616074,0.025454374,24000,18.24425220489502,0.02624162
469153_9634718-lq.mp3,4692.699336515881,0.2645658329129219,0.019848436,24000,22.607972621917725,0.020462306
469154_9634718-lq.mp3,3467.9676327112775,0.2645648270845413,0.02305505,24000,18.740861415863037,0.023768092
469155_9634718-lq.mp3,2890.6523789849007,0.2645658329129219,0.007330618,24000,26.416072845458984,0.0075573386
469156_9634718-lq.mp3,1176.0504873935388,0.2645648270845413,0.02225316,24000,16.9424045085907,0.022941401
469157_9634718-lq.mp3,3068.489865666376,0.2645648270845413,0.013306413,24000,31.076781749725342,0.01371795
469158_9634718-lq.mp3,600.4168102240508,0.2645648270845413,0.0050706873,24000,16.489200592041016,0.005227512
469159_9634718-lq.mp3,2029.1719081005992,0.2645648270845413,0.0014477656,24000,18.29110860824585,0.0014925419
469160_9634718-lq.mp3,2863.066274158645,0.2645648270845413,0.049687747,24000,10.68489670753479,0.051224478
469161_9634718-lq.mp3,1175.2527261270259,0.2645658329129219,0.049718205,24000,15.325168371200562,0.05125588
469162_9634718-lq.mp3,2112.58094713898,0.2645658329129219,0.06273052,24000,13.719046115875244,0.064670645
469163_9634718-lq.mp3,1236.4685068069728,0.2645648270845413,0.010375207,24000,11.916395425796509,0.01069609
469164_9634718-lq.mp3,1251.4312383775919,0.2645648270845413,0.01278643,24000,12.200508117675781,0.013181887
469165_9634718-lq.mp3,1179.420759805106,0.2645648270845413,0.006087559,24000,18.173846006393433,0.0062758336
469166_9634718-lq.mp3,1720.63513570972,0.2645648270845413,0.008150418,24000,17.43792414665222,0.008402493
472176_9634718-lq.mp3,1389.386946223553,0.2645648270845413,0.023623077,24000,11.742568016052246,0.024353687
479057_4019029-lq.mp3,325.5123681063994,0.2645658329129219,0.15989257,24000,13.409373760223389,0.16483772
482120_71257-lq.mp3,4202.058652249112,0.264543741941452,0.09657137,24000,18.98823857307434,0.09955786
482121_71257-lq.mp3,4524.119829262626,0.264437273144722,0.121063486,24000,17.325990200042725,0.12480588
482122_71257-lq.mp3,5607.111553231315,0.2645658329129219,0.12884627,48000,17.264269590377808,0.13283122
482134_71257-lq.mp3,4706.365278246268,0.26231674477458,0.06776651,24000,17.965099811553955,0.0698443
482368_6253486-lq.mp3,1143.6466995395413,0.26456382125616074,0.038423907,24000,27.28877067565918,0.039612267
484268_5121236-lq.mp3,2112.1373849976994,0.26452967897057533,0.03148298,24000,25.79944610595703,0.032456547
484269_5121236-lq.mp3,2668.554997944617,0.2645648270845413,0.06841984,24000,18.850667476654053,0.07053591
484270_5121236-lq.mp3,5006.2743464308805,0.2645648270845413,0.012783458,24000,28.36580991744995,0.013178823
484344_5121236-lq.mp3,2450.4663584524055,0.2645658329129219,0.031459644,24000,25.377779006958008,0.032432623
484470_5121236-lq.mp3,5663.54898852317,0.2645648270845413,0.01924388,24000,26.492669582366943,0.01983905
484659_5121236-lq.mp3,2539.4631266352876,0.2645648270845413,0.008613741,24000,37.28384733200073,0.008880145
484763_5121236-lq.mp3,2425.6870786522577,0.2645648270845413,0.055056524,24000,21.615018844604492,0.0567593
485009_5121236-lq.mp3,1983.7871699794177,0.2645648270845413,0.066829026,24000,19.0541672706604,0.0688959
485076_5121236-lq.mp3,142.84691703726736,0.2645648270845413,0.101278186,24000,18.77318263053894,0.1044105
485355_5121236-lq.mp3,5260.71902283247,0.2645045705139637,0.08053252,24000,16.312509775161743,0.08302264
485420_5121236-lq.mp3,3093.2233378182036,0.2645678445696831,0.040484108,24000,15.246840715408325,0.041736204
485621_5121236-lq.mp3,1727.589142825637,0.2645658329129219,0.054073103,24000,21.505813598632812,0.05574547
488327_321967-lq.mp3,6011.4292174124985,0.26456180959939957,0.062119614,24000,25.570907592773438,0.06404082
501346_4019029-lq.mp3,2569.7826810729657,0.2645648270845413,0.14588892,24000,15.433593988418579,0.15040095
502601_321967-lq.mp3,1280.7348063840118,0.2645648270845413,0.08983871,24000,18.03112268447876,0.09261723
503832_4019029-lq.mp3,1271.217285762768,0.2645668387413025,0.0030452753,24000,18.0746591091156,0.0031394595
504686_4019029-lq.mp3,1307.4215080751094,0.2645658329129219,0.055238094,24000,17.70231008529663,0.056946494
504687_4019029-lq.mp3,1549.855390988841,0.26456382125616074,0.05230824,24000,20.843894481658936,0.05392601
504871_321967-lq.mp3,1530.3073384014017,0.2645648270845413,0.084196806,24000,19.324867725372314,0.08680083
514061_5828667-lq.mp3,4189.5924553416535,0.2645658329129219,0.15522328,24000,11.161046028137207,0.160024
514062_5828667-lq.mp3,733.8568135082185,0.2645658329129219,0.05178347,24000,19.041810035705566,0.05338502
516854_321967-lq.mp3,1228.8520309637079,0.2645648270845413,0.14362136,24000,12.529027462005615,0.14806324
517267_4019029-lq.mp3,853.338754846989,0.2645668387413025,0.052534442,24000,20.00307559967041,0.054159228
517298_5828667-lq.mp3,5800.517377984663,0.2645658329129219,0.0189888,24000,17.92798399925232,0.019576084
517299_5828667-lq.mp3,6266.518376125064,0.2645648270845413,0.01122574,24000,15.862817764282227,0.011572927
518968_2825189-lq.mp3,2744.435300097545,0.26456281542778015,0.12754461,24000,16.5604305267334,0.13148925
519098_2825189-lq.mp3,900.4539931269326,0.26456382125616074,0.08709684,24000,15.403304100036621,0.089790545
519189_5121236-lq.mp3,2401.7525446416766,0.2645658329129219,0.07942433,24000,17.728736400604248,0.081880756
519225_2825189-lq.mp3,1884.7636415629102,0.2645648270845413,0.22197199,24000,12.70581841468811,0.22883709
519237_2825189-lq.mp3,1580.1535954414464,0.26456180959939957,0.09652203,24000,14.477128982543945,0.09950721
520056_5828667-lq.mp3,1014.0078140058628,0.2645648270845413,0.10622034,24000,18.706037998199463,0.109505504
521988_4019029-lq.mp3,1438.7300545256608,0.2645658329129219,0.120235175,24000,18.17413330078125,0.12395379
523365_6142149-lq.mp3,1560.8239970524974,0.2645588107407093,0.28654522,24000,14.457372426986694,0.29540724
524743_4019029-lq.mp3,1513.835974620491,0.2645658329129219,0.093126416,24000,16.5048885345459,0.096006624
529340_9453283-lq.mp3,682.4131046924603,0.2645658329129219,0.098370545,24000,15.515265464782715,0.10141294
