record,speech_level,snr,rms_noise,sample_rate,dynamic_range_db
237926_4019029-lq.mp3,3621.1793846518794,0.2638818323612213,0.16587578,24000,18.085817098617554
237927_4019029-lq.mp3,5011.098967369546,0.2641911990940571,0.30096823,24000,13.641480207443237
237928_4019029-lq.mp3,4025.1075332226424,0.26442723348736763,0.28998572,24000,13.928276300430298
256594_2305278-lq.mp3,576.2763095515824,0.2645658329129219,0.39133835,24000,6.603870987892151
256596_2305278-lq.mp3,585.2010386916511,0.2645658329129219,0.3160199,24000,8.439753651618958
268004_2305278-lq.mp3,1867.2548151244396,0.2645658329129219,0.16972356,24000,15.454140901565552
271444_2305278-lq.mp3,1292.5345698292795,0.2645658329129219,0.17562543,24000,12.611788511276245
319759_5121236-lq.mp3,2928.0121072071415,0.2645658329129219,0.04124497,24000,26.531212329864502
324882_2305278-lq.mp3,1521.5521493946526,0.2646019868552685,0.14215566,24000,13.818926811218262
328948_288-lq.mp3,2910.117995514824,0.26457086205482483,0.021785526,24000,27.63035774230957
328949_288-lq.mp3,2771.405495691227,0.2645648270845413,0.04039684,24000,28.492472171783447
342432_321967-lq.mp3,5216.666185919787,0.2645648270845413,0.06625563,24000,17.067112922668457
360328_5121236-lq.mp3,2289.7039678764986,0.2645648270845413,0.09257375,24000,21.992833614349365
378388_7020630-lq.mp3,2913.5674551232246,0.2645999751985073,0.002024735,24000,24.507122039794922
378389_7020630-lq.mp3,2487.177740927043,0.26456382125616074,0.0014152024,24000,29.810791015625
378390_7020630-lq.mp3,2924.0801125998564,0.2645648270845413,0.0012986545,24000,20.295956134796143
378391_7020630-lq.mp3,1774.6467881992908,0.26489023119211197,0.004776215,24000,31.588256359100342
378392_7020630-lq.mp3,275.6683585418322,0.2645658329129219,0.031603355,24000,25.135657787322998
378393_7020630-lq.mp3,4116.236036497522,0.2645658329129219,0.0012583571,24000,29.50516700744629
378394_7020630-lq.mp3,4535.243514166931,0.2645648270845413,0.08846907,24000,15.163102149963379
378395_7020630-lq.mp3,2566.712579100073,0.2645658329129219,0.0020904727,24000,33.61725091934204
378396_7020630-lq.mp3,2769.514143954727,0.26456382125616074,0.0069025042,24000,27.609446048736572
378397_7020630-lq.mp3,4260.161405586933,0.2645648270845413,0.004773136,24000,31.01750373840332
378398_7020630-lq.mp3,1657.3436242191929,0.2645658329129219,0.028077736,24000,28.18603277206421
378399_7020630-lq.mp3,1552.6172856427206,0.2645668387413025,0.01154359,24000,12.794408798217773
378400_7020630-lq.mp3,1594.6418921715265,0.26457086205482483,0.0044012954,24000,40.634002685546875
378401_7020630-lq.mp3,1642.6599247222696,0.2645648270845413,0.052959926,24000,20.896050930023193
378402_7020630-lq.mp3,1985.564203430318,0.2645869180560112,0.00085928064,24000,20.162174701690674
405561_5121236-lq.mp3,2465.487717360819,0.2645648270845413,0.035307806,24000,15.642086267471313
406730_4019029-lq.mp3,487.6885415857682,0.26456180959939957,0.077142574,24000,16.408119201660156
411419_1719057-lq.mp3,4887.887131762888,0.26456382125616074,0.006918708,44100,30.77824115753174
416170_2305278-lq.mp3,752.9509542435824,0.2645658329129219,0.054178275,24000,24.59054470062256
418321_2305278-lq.mp3,1392.8088373635464,0.2645648270845413,0.12446876,24000,15.577700138092041
418735_2305278-lq.mp3,812.2781836468212,0.2645648270845413,0.0542379,24000,14.417321681976318
421906_2305278-lq.mp3,947.7072220165954,0.26456382125616074,0.036187213,24000,14.91769790649414
426470_2305278-lq.mp3,2245.992915244321,0.2645668387413025,0.07651464,24000,20.401079654693604
426471_2305278-lq.mp3,612.968779307644,0.2645648270845413,0.025234517,24000,15.279749631881714
426472_2305278-lq.mp3,1119.5684803780152,0.26456382125616074,0.0780593,24000,16.854019165039062
437064_2305278-lq.mp3,2455.8891330850256,0.2645648270845413,0.22702624,24000,12.082115411758423
437488_321967-lq.mp3,1654.1673330073177,0.2645648270845413,0.13025643,24000,16.039724349975586
437528_2305278-lq.mp3,1435.212571004818,0.2645668387413025,0.12347667,24000,14.707579612731934
439512_2305278-lq.mp3,1904.9231375037339,0.26456382125616074,0.22940429,24000,12.579880952835083
442285_2305278-lq.mp3,1404.7254952465976,0.26456382125616074,0.15132992,24000,14.45615530014038
448995_71257-lq.mp3,1882.485595147397,0.2645648270845413,0.108720146,24000,17.160799503326416
453072_2305278-lq.mp3,886.3839088422358,0.2645658329129219,0.12324171,24000,14.425215721130371
454707_71257-lq.mp3,7141.863512045143,0.2645648270845413,0.06483861,48000,21.226484775543213
455472_1719057-lq.mp3,1795.1141499514333,0.2645658329129219,0.04807442,24000,19.469202756881714
456042_1719057-lq.mp3,2183.2212067291443,0.2645648270845413,0.025629003,24000,24.61315631866455
457570_6253486-lq.mp3,2279.0413429830032,0.2645648270845413,0.01677809,24000,34.85891103744507
464509_2568776-lq.mp3,656.8817067367443,0.2645658329129219,0.057090055,24000,25.26052474975586
464510_2568776-lq.mp3,777.1970429080687,0.2645648270845413,0.056176677,24000,26.31378173828125
464511_2568776-lq.mp3,1692.9530607737308,0.26456885039806366,0.14563486,24000,18.478052616119385
464512_2568776-lq.mp3,2335.5497090718695,0.2645658329129219,0.08626477,24000,21.642727851867676
464513_2568776-lq.mp3,1050.6923255679671,0.2645658329129219,0.07598571,24000,23.614206314086914
464514_2568776-lq.mp3,898.1567781026118,0.26456281542778015,0.061975442,24000,24.724724292755127
464515_2568776-lq.mp3,630.2759985375394,0.2645648270845413,0.061675947,24000,25.10040044784546
464516_2568776-lq.mp3,523.0391017549941,0.2645648270845413,0.03972741,24000,26.69633150100708
464517_2568776-lq.mp3,2335.5497090718695,0.2645658329129219,0.08626477,24000,21.642727851867676
468209_9931663-lq.mp3,1892.723604713279,0.2645678445696831,0.00861201,24000,24.01656150817871
469111_9634718-lq.mp3,2828.2295544132594,0.26456382125616074,0.025454374,24000,18.24425220489502
469153_9634718-lq.mp3,4692.699336515881,0.2645658329129219,0.019848436,24000,22.607972621917725
469154_9634718-lq.mp3,3467.9676327112775,0.2645648270845413,0.02305505,24000,18.740861415863037
469155_9634718-lq.mp3,2890.6523789849007,0.2645658329129219,0.007330618,24000,26.416072845458984
469156_9634718-lq.mp3,1176.0504873935388,0.2645648270845413,0.02225316,24000,16.9424045085907
469157_9634718-lq.mp3,3068.489865666376,0.2645648270845413,0.013306413,24000,31.076781749725342
469158_9634718-lq.mp3,600.4168102240508,0.2645648270845413,0.0050706873,24000,16.489200592041016
469159_9634718-lq.mp3,2029.1719081005992,0.2645648270845413,0.0014477656,24000,18.29110860824585
469160_9634718-lq.mp3,2863.066274158645,0.2645648270845413,0.049687747,24000,10.68489670753479
469161_9634718-lq.mp3,1175.2527261270259,0.2645658329129219,0.049718205,24000,15.325168371200562
469162_9634718-lq.mp3,2112.58094713898,0.2645658329129219,0.06273052,24000,13.719046115875244
469163_9634718-lq.mp3,1236.4685068069728,0.2645648270845413,0.010375207,24000,11.916395425796509
469164_9634718-lq.mp3,1251.4312383775919,0.2645648270845413,0.01278643,24000,12.200508117675781
469165_9634718-lq.mp3,1179.420759805106,0.2645648270845413,0.006087559,24000,18.173846006393433
469166_9634718-lq.mp3,1720.63513570972,0.2645648270845413,0.008150418,24000,17.43792414665222
472176_9634718-lq.mp3,1389.386946223553,0.2645648270845413,0.023623077,24000,11.742568016052246
479057_4019029-lq.mp3,325.5123681063994,0.2645658329129219,0.15989257,24000,13.409373760223389
482120_71257-lq.mp3,4202.058652249112,0.264543741941452,0.09657137,24000,18.98823857307434
482121_71257-lq.mp3,4524.119829262626,0.264437273144722,0.121063486,24000,17.325990200042725
482122_71257-lq.mp3,5607.111553231315,0.2645658329129219,0.12884627,48000,17.264269590377808
482134_71257-lq.mp3,4706.365278246268,0.26231674477458,0.06776651,24000,17.965099811553955
482368_6253486-lq.mp3,1143.6466995395413,0.26456382125616074,0.038423907,24000,27.28877067565918
484268_5121236-lq.mp3,2112.1373849976994,0.26452967897057533,0.03148298,24000,25.79944610595703
484269_5121236-lq.mp3,2668.554997944617,0.2645648270845413,0.06841984,24000,18.850667476654053
484270_5121236-lq.mp3,5006.2743464308805,0.2645648270845413,0.012783458,24000,28.36580991744995
484344_5121236-lq.mp3,2450.4663584524055,0.2645658329129219,0.031459644,24000,25.377779006958008
484470_5121236-lq.mp3,5663.54898852317,0.2645648270845413,0.01924388,24000,26.492669582366943
484659_5121236-lq.mp3,2539.4631266352876,0.2645648270845413,0.008613741,24000,37.28384733200073
484763_5121236-lq.mp3,2425.6870786522577,0.2645648270845413,0.055056524,24000,21.615018844604492
485009_5121236-lq.mp3,1983.7871699794177,0.2645648270845413,0.066829026,24000,19.0541672706604
485076_5121236-lq.mp3,142.84691703726736,0.2645648270845413,0.101278186,24000,18.77318263053894
485355_5121236-lq.mp3,5260.71902283247,0.2645045705139637,0.08053252,24000,16.312509775161743
485420_5121236-lq.mp3,3093.2233378182036,0.2645678445696831,0.040484108,24000,15.246840715408325
485621_5121236-lq.mp3,1727.589142825637,0.2645658329129219,0.054073103,24000,21.505813598632812
488327_321967-lq.mp3,6011.4292174124985,0.26456180959939957,0.062119614,24000,25.570907592773438
501346_4019029-lq.mp3,2569.7826810729657,0.2645648270845413,0.14588892,24000,15.433593988418579
502601_321967-lq.mp3,1280.7348063840118,0.2645648270845413,0.08983871,24000,18.03112268447876
503832_4019029-lq.mp3,1271.217285762768,0.2645668387413025,0.0030452753,24000,18.0746591091156
504686_4019029-lq.mp3,1307.4215080751094,0.2645658329129219,0.055238094,24000,17.70231008529663
504687_4019029-lq.mp3,1549.855390988841,0.26456382125616074,0.05230824,24000,20.843894481658936
504871_321967-lq.mp3,1530.3073384014017,0.2645648270845413,0.084196806,24000,19.324867725372314
514061_5828667-lq.mp3,4189.5924553416535,0.2645658329129219,0.15522328,24000,11.161046028137207
514062_5828667-lq.mp3,733.8568135082185,0.2645658329129219,0.05178347,24000,19.041810035705566
516854_321967-lq.mp3,1228.8520309637079,0.2645648270845413,0.14362136,24000,12.529027462005615
517267_4019029-lq.mp3,853.338754846989,0.2645668387413025,0.052534442,24000,20.00307559967041
517298_5828667-lq.mp3,5800.517377984663,0.2645658329129219,0.0189888,24000,17.92798399925232
517299_5828667-lq.mp3,6266.518376125064,0.2645648270845413,0.01122574,24000,15.862817764282227
518968_2825189-lq.mp3,2744.435300097545,0.26456281542778015,0.12754461,24000,16.5604305267334
519098_2825189-lq.mp3,900.4539931269326,0.26456382125616074,0.08709684,24000,15.403304100036621
519189_5121236-lq.mp3,2401.7525446416766,0.2645658329129219,0.07942433,24000,17.728736400604248
519225_2825189-lq.mp3,1884.7636415629102,0.2645648270845413,0.22197199,24000,12.70581841468811
519237_2825189-lq.mp3,1580.1535954414464,0.26456180959939957,0.09652203,24000,14.477128982543945
520056_5828667-lq.mp3,1014.0078140058628,0.2645648270845413,0.10622034,24000,18.706037998199463
521988_4019029-lq.mp3,1438.7300545256608,0.2645658329129219,0.120235175,24000,18.17413330078125
523365_6142149-lq.mp3,1560.8239970524974,0.2645588107407093,0.28654522,24000,14.457372426986694
524743_4019029-lq.mp3,1513.835974620491,0.2645658329129219,0.093126416,24000,16.5048885345459
529340_9453283-lq.mp3,682.4131046924603,0.2645658329129219,0.098370545,24000,15.515265464782715
529480_9453283-lq.mp3,2588.467596174273,0.264614038169384,0.08653301,24000,10.956679582595825
530063_4019029-lq.mp3,2265.846468985584,0.26456382125616074,0.16051055,24000,15.670183897018433
530064_4019029-lq.mp3,1755.5979437966016,0.2645658329129219,0.16166018,24000,14.717258214950562
530065_4019029-lq.mp3,2769.668515514929,0.26456281542778015,0.10034143,24000,18.211698532104492
530619_9453283-lq.mp3,4195.594106526273,0.2645648270845413,0.034124065,24000,21.05311393737793
535357_10912485-lq.mp3,1643.986931945678,0.2645648270845413,0.021807687,24000,19.591424465179443
536076_10912485-lq.mp3,1417.4845476837668,0.26456382125616074,0.0065794424,24000,17.86819100379944
538909_9931663-lq.mp3,1622.2396644946496,0.2645668387413025,0.031141268,24000,20.02730131149292
538910_9931663-lq.mp3,1602.0020074520849,0.2645648270845413,0.033356655,24000,19.469093084335327
538911_9931663-lq.mp3,1611.5411705628585,0.2645658329129219,0.028882097,24000,26.04074716567993
546174_9453283-lq.mp3,2592.9348376300836,0.2648119069635868,0.10346331,24000,12.344772815704346
547113_9453283-lq.mp3,498.7522812822503,0.2645658329129219,0.1705703,24000,13.787200450897217
553871_71257-lq.mp3,620.8566167902026,0.2645648270845413,0.05212439,24000,15.318013429641724
554782_9453283-lq.mp3,1088.2244206858545,0.2645658329129219,0.07361059,24000,16.349937915802002
554783_9453283-lq.mp3,1019.7526200548871,0.2645648270845413,0.1068123,24000,13.052006959915161
557513_5828667-lq.mp3,1076.850307304122,0.2645648270845413,0.09549199,24000,20.606749057769775
557514_5828667-lq.mp3,1005.1671888079424,0.2645648270845413,0.086176254,24000,21.016106605529785
557515_5828667-lq.mp3,1108.5217249032662,0.2645648270845413,0.083001465,24000,20.916144847869873
563012_6253486-lq.mp3,3985.9977479086074,0.2645668387413025,0.0030865802,24000,39.66250658035278
563016_6253486-lq.mp3,1385.1598891588499,0.26456382125616074,0.0077059343,24000,19.29649591445923
563764_6253486-lq.mp3,4378.154369735451,0.2645658329129219,0.018363036,24000,29.396190643310547
563765_6253486-lq.mp3,1964.2565524749818,0.2645658329129219,0.0803449,24000,15.171043872833252
563766_6253486-lq.mp3,2836.685918393506,0.2645668387413025,0.011710716,24000,24.54721689224243
565449_5828667-lq.mp3,1317.2154913680151,0.2645648270845413,0.06954419,24000,21.177709102630615
565450_5828667-lq.mp3,1505.1933987952361,0.26456382125616074,0.08907852,24000,19.104392528533936
565451_5828667-lq.mp3,1754.0352093809745,0.2645658329129219,0.07980792,24000,20.04077911376953
571483_9453283-lq.mp3,2996.8076726890185,0.2625287137925625,0.015564136,24000,36.83030128479004
573189_5121236-lq.mp3,4395.42079827806,0.2645678445696831,0.011132228,24000,10.915833711624146
575658_2305278-lq.mp3,1103.1572727758737,0.2645668387413025,0.13265042,24000,12.424250841140747
57701_712494-lq.mp3,1500.9780993733068,0.2645648270845413,0.052961584,24000,24.072749614715576
57702_712494-lq.mp3,232.405615085886,0.2645648270845413,0.153016,24000,14.501672983169556
57703_712494-lq.mp3,394.58947764134757,0.2645658329129219,0.029255101,24000,21.463842391967773
57704_712494-lq.mp3,246.2291454837045,0.26456382125616074,0.13293421,24000,14.274219274520874
57705_712494-lq.mp3,197.59824890185868,0.26456382125616074,0.059867695,24000,17.356337308883667
577068_71257-lq.mp3,1843.4995545056745,0.2645588107407093,0.035750218,24000,12.89907455444336
57706_712494-lq.mp3,169.5024624555721,0.2645648270845413,0.17825659,11025,14.188480377197266
57707_712494-lq.mp3,163.93487030778596,0.2645658329129219,0.16132268,24000,15.063743591308594
57708_712494-lq.mp3,4683.9819055766375,0.2645648270845413,0.0066311066,24000,26.179587841033936
57709_712494-lq.mp3,3859.0863093508974,0.2645648270845413,0.0325567,24000,23.469855785369873
57710_712494-lq.mp3,3140.871427012729,0.2645658329129219,0.116820104,24000,20.94743013381958
57711_712494-lq.mp3,1416.2762680650062,0.2645658329129219,0.06709491,24000,19.873842000961304
57712_712494-lq.mp3,3135.740360860954,0.2645648270845413,0.21544501,24000,12.243751287460327
57713_712494-lq.mp3,3839.9993991485358,0.2645648270845413,0.053696137,24000,17.88074254989624
585571_2305278-lq.mp3,854.2852287813456,0.2645648270845413,0.14479527,24000,13.286070823669434
585573_2305278-lq.mp3,1430.8970216482114,0.2645658329129219,0.0973538,24000,15.700101852416992
586914_5828667-lq.mp3,1806.562605689035,0.26456382125616074,0.08552381,24000,21.933746337890625
586915_5828667-lq.mp3,971.9336079459896,0.2645648270845413,0.097223796,24000,21.407780647277832
60013_71257-lq.mp3,1247.7489855959507,0.2645658329129219,0.08324524,24000,16.034942865371704
608240_5828667-lq.mp3,112.7666715937134,0.2645648270845413,0.07078433,24000,17.710933685302734
608241_5828667-lq.mp3,127.67998135940185,0.2645658329129219,0.057125933,24000,18.196158409118652
608243_5828667-lq.mp3,104.85710082949963,0.26456382125616074,0.07504016,24000,17.128394842147827
608245_5828667-lq.mp3,110.23052532176055,0.26456382125616074,0.06413807,24000,17.829841375350952
610115_9453283-lq.mp3,808.3215395027773,0.2645678445696831,0.23339763,44100,12.404309511184692
610546_71257-lq.mp3,3818.0632841042784,0.2645648270845413,0.007773008,24000,39.47996377944946
610547_71257-lq.mp3,2241.7827314566916,0.2645648270845413,0.014524445,24000,36.08563184738159
61209_712494-lq.mp3,291.86700953462866,0.2645658329129219,0.11044216,24000,14.97837781906128
612639_5828667-lq.mp3,109.02632921020756,0.2645648270845413,0.08034339,24000,18.85106325149536
612640_5828667-lq.mp3,113.83508616012539,0.2645668387413025,0.061491285,24000,20.304930210113525
612641_5828667-lq.mp3,128.56921156212042,0.2645658329129219,0.060579676,24000,20.82594633102417
612642_5828667-lq.mp3,143.88710960702969,0.2645648270845413,0.04011967,24000,21.296331882476807
612643_5828667-lq.mp3,183.22062192639734,0.2645658329129219,0.033941567,24000,21.322805881500244
614530_71257-lq.mp3,2349.526768175029,0.26456180959939957,0.087904915,24000,17.577197551727295
614810_321967-lq.mp3,2126.1286014617435,0.2645648270845413,0.07780664,24000,20.38681983947754
614938_5828667-lq.mp3,453.7371193455813,0.2645658329129219,0.07307515,24000,21.445777416229248
615518_9453283-lq.mp3,3295.854248148731,0.2645648270845413,0.08289395,24000,16.906458139419556
620529_9453283-lq.mp3,1437.2643109271235,0.2645658329129219,0.07278915,24000,24.620347023010254
622236_71257-lq.mp3,3288.7751365995546,0.2645678445696831,0.069073305,24000,20.308773517608643
622237_71257-lq.mp3,3973.9288946468973,0.2645678445696831,0.06329958,24000,20.725674629211426
623056_9453283-lq.mp3,1806.2290848514347,0.2645648270845413,0.013097812,24000,21.335103511810303
625345_12579677-lq.mp3,2060.071620383807,0.2645668387413025,0.02212985,24000,21.044292449951172
626197_12579677-lq.mp3,1417.790323422895,0.26456281542778015,0.053411894,11025,19.248751401901245
628839_321967-lq.mp3,3534.002179773986,0.2645658329129219,0.04765416,24000,24.470112323760986
631769_321967-lq.mp3,3076.905489096953,0.2645658329129219,0.086090915,24000,18.62098217010498
633141_10912485-lq.mp3,1897.710392020686,0.26456382125616074,0.08827004,44100,19.113776683807373
633816_321967-lq.mp3,3127.933370012973,0.2645648270845413,0.10738262,24000,17.983248233795166
634365_10912485-lq.mp3,2653.1514735765136,0.2645658329129219,0.02689218,24000,25.32109260559082
639091_9453283-lq.mp3,229.60814241389306,0.2645648270845413,0.11177284,24000,14.908932447433472
640946_1719057-lq.mp3,904.2081475179122,0.26456180959939957,0.026128763,24000,23.65699529647827
641639_5223-lq.mp3,2679.135667797312,0.2645648270845413,0.20940633,24000,13.688392639160156
641755_5674468-lq.mp3,557.118816578642,0.2645648270845413,0.049639534,24000,13.103790283203125
642368_5674468-lq.mp3,665.7866845052512,0.2645648270845413,0.033306446,24000,13.686425685882568
644491_5674468-lq.mp3,579.8843569874351,0.2645648270845413,0.052972466,24000,13.376106023788452
646029_5674468-lq.mp3,681.4661791531146,0.2645668387413025,0.03588162,24000,14.833741188049316
646937_10912485-lq.mp3,1049.325831073236,0.26456382125616074,0.094800696,44100,18.66140604019165
646938_10912485-lq.mp3,2008.4931266509477,0.26456382125616074,0.08733253,44100,18.151495456695557
647148_10912485-lq.mp3,1485.7753157374964,0.26456382125616074,0.0632486,24000,22.477259635925293
647149_10912485-lq.mp3,2819.065158764422,0.26457086205482483,0.009112333,24000,34.525158405303955
648155_10912485-lq.mp3,137.99088573728707,0.2645648270845413,0.10737656,24000,17.42214798927307
650829_5121236-lq.mp3,1759.2401072946107,0.26456281542778015,0.04840704,24000,26.18626832962036
651874_5223-lq.mp3,2196.679814699029,0.26456180959939957,0.1319153,24000,14.43785548210144
652467_5674468-lq.mp3,572.2022973317617,0.2645648270845413,0.034059945,24000,13.4921133518219
652687_5674468-lq.mp3,585.7313415727032,0.2645678445696831,0.03669106,24000,14.669634103775024
652698_5223-lq.mp3,3006.6405752782885,0.26456382125616074,0.25065342,24000,12.927234172821045
654666_5674468-lq.mp3,509.3844696025907,0.2645648270845413,0.036859244,24000,13.09982180595398
654671_5674468-lq.mp3,507.53589061047677,0.2645668387413025,0.03920293,24000,12.771936655044556
656660_5674468-lq.mp3,467.67783712446453,0.2645648270845413,0.05078328,24000,12.917932271957397
656816_5674468-lq.mp3,493.49176963611484,0.2645658329129219,0.05417142,24000,13.284316062927246
660950_5674468-lq.mp3,417.7660310790005,0.2645648270845413,0.04008079,24000,12.603884935379028
661227_5674468-lq.mp3,417.6747712897009,0.2645658329129219,0.037700202,24000,12.940049171447754
663271_12637308-lq.mp3,3181.6429931796383,0.26456281542778015,0.06876292,24000,14.302750825881958
664191_12637308-lq.mp3,348.2767878721845,0.2645678445696831,0.10228733,24000,12.858473062515259
666208_12637308-lq.mp3,3553.3449904575477,0.26456382125616074,0.074087344,24000,13.181313276290894
666980_12637308-lq.mp3,771.4643433963396,0.2645648270845413,0.12047109,24000,11.111079454421997
668244_10912485-lq.mp3,423.52107727057006,0.2645648270845413,0.07835246,24000,16.067832708358765
668245_10912485-lq.mp3,546.363971578166,0.2645658329129219,0.08357086,24000,18.911374807357788
668246_10912485-lq.mp3,1597.5490705394366,0.2645648270845413,0.0560681,24000,22.183866500854492
668272_10912485-lq.mp3,886.6937461521718,0.26456382125616074,0.048665557,24000,22.131221294403076
668597_12637308-lq.mp3,116.17653718300456,0.26456382125616074,0.08009016,24000,14.047365188598633
668965_5828667-lq.mp3,4263.186220865634,0.2645658329129219,0.02319455,24000,26.640753746032715
670496_9453283-lq.mp3,1648.5362992198975,0.26456382125616074,0.18590753,24000,14.54241394996643
670681_14597403-lq.mp3,286.96232114253047,0.2645658329129219,0.06905047,24000,14.3980872631073
670682_14597403-lq.mp3,282.9074041579231,0.2645648270845413,0.08681396,24000,12.70467758178711
671181_14597403-lq.mp3,1193.4737996522142,0.2648681402206421,0.0047659427,24000,20.810720920562744
671182_14597403-lq.mp3,1591.5084780867537,0.2645809017121792,0.010152376,24000,22.421116828918457
671183_14597403-lq.mp3,1262.4812340449535,0.2645929530262947,0.008263306,24000,18.55976104736328
671963_14597403-lq.mp3,1107.9549266532442,0.2645648270845413,0.10161135,24000,14.471203088760376
671964_14597403-lq.mp3,862.2401092107226,0.2645648270845413,0.1302614,24000,13.591982126235962
671965_14597403-lq.mp3,1550.4909758786225,0.2645658329129219,0.14517878,24000,13.70915174484253
673473_14597403-lq.mp3,584.1095268272541,0.2645648270845413,0.15264116,24000,13.125437498092651
674182_14597403-lq.mp3,1260.2008814982485,0.26456382125616074,0.07886501,24000,17.143170833587646
674183_14597403-lq.mp3,1046.6653788457118,0.26456281542778015,0.09193792,24000,15.687869787216187
674728_5223-lq.mp3,2366.4153002233356,0.26456180959939957,0.26308358,24000,11.698766946792603
674746_10912485-lq.mp3,740.2452978404866,0.2645658329129219,0.19130245,24000,13.518997430801392
676649_5674468-lq.mp3,521.8786208107133,0.2645658329129219,0.018589417,24000,14.53923225402832
676694_5674468-lq.mp3,548.0885338141022,0.2645658329129219,0.020864833,24000,14.229768514633179
676902_12579677-lq.mp3,1826.1359930378665,0.26456382125616074,0.06421073,22050,23.113067150115967
676957_12637308-lq.mp3,1385.448054177878,0.2645658329129219,0.0778875,24000,13.819268941879272
677376_14597403-lq.mp3,1144.2558252186177,0.26456281542778015,0.09882497,24000,16.163456439971924
677524_12579677-lq.mp3,1798.1907185630762,0.2645648270845413,0.020129176,24000,29.080965518951416
677636_12637308-lq.mp3,3381.2354876108043,0.2645668387413025,0.10563467,24000,13.316080570220947
67773_712494-lq.mp3,8190.760370992527,0.2642594836652279,0.049508106,24000,14.87233281135559
67774_712494-lq.mp3,431.4865470510367,0.2645648270845413,0.037047252,24000,18.393031358718872
677752_12637308-lq.mp3,878.5997860814081,0.2645668387413025,0.14218412,24000,12.852754592895508
678689_12637308-lq.mp3,1415.7711537882826,0.2645648270845413,0.11222257,24000,11.652758121490479
678937_14597403-lq.mp3,809.5887794863427,0.26456885039806366,0.037843585,24000,26.449990272521973
678938_14597403-lq.mp3,918.5014145380378,0.2645939588546753,0.041896913,24000,14.431935548782349
679536_14597403-lq.mp3,90.14011709896486,0.26457687839865685,0.11544531,24000,7.440950870513916
679537_14597403-lq.mp3,717.4361121877428,0.26456382125616074,0.043502327,24000,15.403906106948853
679538_14597403-lq.mp3,1883.7748248115097,0.26459094136953354,0.01530002,24000,17.000422477722168
679539_14597403-lq.mp3,475.6869394195078,0.26456885039806366,0.05079035,24000,13.511161804199219
679540_14597403-lq.mp3,367.45362634260516,0.26456885039806366,0.06581788,24000,10.984680652618408
679733_12637308-lq.mp3,120.5931809101069,0.2645658329129219,0.17494099,24000,10.608373880386353
680152_6253486-lq.mp3,3094.572805198022,0.2645658329129219,0.031964403,24000,16.652849912643433
